name,score,comments,address,description
TOP 1 NIPPON BASHI / Vacation STAY 932,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Situated in Osaka, within 1.1 km of Glico Man Sign, TOP 1 NIPPON BASHI / Vacation STAY 932..."
Apartment in Shimanouchi 203（岛之内203号公寓）,7.3,6条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 203公寓位于大阪，距离格力高广告牌（Glico Man Sign）800米，距离难波城（Namba CITY）购物中心1.
Namba_Daikoku_DAR0009B,,,大阪【南部地区】 – 显示在地图上,"Namba_Daikoku_DAR0009B offers accommodation in Osaka, 1.2 km from Tsutenkaku and 1."
Smile Japan Trip Daikokucho 603,,,大阪【南部地区】 – 显示在地图上,Smile Japan Trip Daikokucho 603 is situated in Osaka. The accommodation is 1.2 km from Tsutenkaku.
TOP 1 NIPPON BASHI / Vacation STAY 1057,,,"中央区, 大阪【道顿堀】 – 显示在地图上",Situated 1.1 km from Glico Man Sign and 1.
Apartment in Osaka 555205,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated 1.6 km from Shitennoji and 2 km from Namba CITY shopping mall, Apartment in Osaka 555205 is..."
TOP 1 NIPPON BASHI / Vacation STAY 922,,,"中央区, 大阪【道顿堀】 – 显示在地图上",TOP 1 NIPPON BASHI / Vacation STAY 922 is a property located in Osaka near Glico Man Sign.
TOP 1 NIPPON BASHI / Vacation STAY 1056,,,"中央区, 大阪【道顿堀】 – 显示在地图上","TOP 1 NIPPON BASHI / Vacation STAY 1056 is set in the Chuo Ward district of Osaka, 1."
TOP 1 NIPPON BASHI / Vacation STAY 1055,,,"中央区, 大阪【道顿堀】 – 显示在地图上","TOP 1 NIPPON BASHI / Vacation STAY 1055 offers accommodation in Osaka, 1."
TOP 1 NIPPON BASHI / Vacation STAY 1058,,,"中央区, 大阪【道顿堀】 – 显示在地图上","TOP 1 NIPPON BASHI / Vacation STAY 1058 enjoys a location in Osaka, just 1."
TOP 1 NIPPON BASHI / Vacation STAY 931,,,"中央区, 大阪【道顿堀】 – 显示在地图上",TOP 1 NIPPON BASHI / Vacation STAY 931 is situated in Osaka.
CC-606 Akizero Apartment in Shimanouchi,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Situated less than 1 km from Glico Man Sign, CC-606 Akizero Apartment in Shimanouchi is located in..."
TOP 1 NIPPON BASHI / Vacation STAY 930,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Situated 1.1 km from Glico Man Sign, 1.6 km from Namba CITY shopping mall and 2."
TOP 1 NIPPON BASHI / Vacation STAY 933,,,"中央区, 大阪【道顿堀】 – 显示在地图上",TOP 1 NIPPON BASHI / Vacation STAY 933 is a property set in Osaka near Glico Man Sign.
Apartment in Shimanouchi 301（岛之内301号公寓）,8.0,5条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 301公寓位于大阪市（Osaka），距离格力高人形广告牌（Glico Man Sign）800米，距离难波城（Namba CITY）购物中心1.
CC-605 Akizero Apartment in Shimanouchi,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Situated less than 1 km from Glico Man Sign in Osaka, CC-605 Akizero Apartment in Shimanouchi offers..."
Namba_Dotonbori_DOR0046B,,,"中央区, 大阪【南部地区】 – 显示在地图上","In the Chuo Ward district of Osaka, close to Namba CITY shopping mall, Namba_Dotonbori_DOR0046B..."
Sakura Apartment in Shimanouchi 3BR4,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Sakura Apartment in Shimanouchi 3BR4 in Osaka offers accommodation with free WiFi, 1."
Richmond Hotel Namba Daikokucho（难波大国町里士满酒店）,8.5,825条住客点评,大阪【难波】 – 显示在地图上,Richmond Hotel Namba Daikokucho酒店于2013年12月开业，交通便利，距离大国町地铁站（Daikokucho Subway...
Sunrise House Apartment in Osaka KY401,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in the Chuo Ward district of Osaka, just 1."
Granduz Caspercomoda 3F,,,大阪【难波】 – 显示在地图上,"Set in Osaka, 1.4 km from Namba CITY shopping mall and 1."
Granduz Caspercomoda 2F,,,大阪【难波】 – 显示在地图上,"Granduz Caspercomoda 2F is situated in Osaka, in the Shinsaibashi, Namba, Yotsubashi district."
Apartment in Osaka 1999,,,大阪【南部地区】 – 显示在地图上,"Situated in Osaka, within 800 metres of Namba CITY shopping mall, Apartment in Osaka 1999 offers..."
Apartment in Osaka 7668,,,"中央区, 大阪【南部地区】 – 显示在地图上","Set 1.4 km from Namba CITY shopping mall in Osaka, Apartment in Osaka 7668 offers accommodation with..."
Nest Hotel Osaka Shinsaibashi（大阪心斋桥NEST酒店）,7.7,"1,300条住客点评","中央区, 大阪【心斋桥】 – 显示在地图上",Nest Hotel Osaka Shinsaibashi酒店距离长堀桥地铁站（Nagahoribashi Subway...
spresso the north wide room,,,大阪【难波】 – 显示在地图上,"800 metres from Namba CITY shopping mall, spresso the north wide room is situated in the..."
IKIDANEHOUSE in Shimanouchi 202,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Set in Osaka, 1.7 km from Glico Man Sign and 2."
IKIDANEHOUSE in Shimanouchi 404,,,"中央区, 大阪【心斋桥】 – 显示在地图上",IKIDANEHOUSE in Shimanouchi 404 is a property located in Osaka near Glico Man Sign.
IKIDANEHOUSE in Shimanouchi 303,,,"中央区, 大阪【心斋桥】 – 显示在地图上",Located 1.7 km from Glico Man Sign and 2.
Universal Room,,,大阪【难波】 – 显示在地图上,"Boasting city views, Universal Room features accommodation with a terrace, around less than 1 km..."
Apartment in Osaka 2030,,,大阪【南部地区】 – 显示在地图上,Apartment in Osaka 2030 is located in Osaka. This property offers access to a balcony.
AirSpace Namba Minami（难波南空间公寓）,7.7,22条住客点评,大阪【南部地区】 – 显示在地图上,AirSpace Namba Minami公寓位于大阪（Osaka），提供带免费WiFi和平板电视的住宿以及spa和康体中心。...
Apartment in Sennichimae 552859,,,"中央区, 大阪【难波】 – 显示在地图上","In the Chuo Ward district of Osaka, close to Glico Man Sign, Apartment in Sennichimae 552859 has..."
Apartment in Osaka 2039,,,大阪【南部地区】 – 显示在地图上,"Apartment in Osaka 2039 offers accommodation in Osaka, 800 metres from Namba CITY shopping mall and..."
エビスハウス,,,大阪【难波】 – 显示在地图上,"Situated less than 1 km from Namba CITY shopping mall in Osaka, エビスハウス offers accommodation with a..."
Oasis Daikou Three,,,大阪【南部地区】 – 显示在地图上,"1.3 km from Tsutenkaku, Oasis Daikou Three is situated in the Shinsaibashi, Namba, Yotsubashi..."
Apartment Namba NBR0011B,,,大阪【难波】 – 显示在地图上,"Set in Osaka in the Osaka Prefecture region, Apartment Namba NBR0011B features a balcony and city..."
Apartment in Osaka 0289,,,"中央区, 大阪【南部地区】 – 显示在地图上",Located 1.4 km from Namba CITY shopping mall and 1.
Shinsaibashi Cozy Apartment405,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Located in Osaka, 400 metres from Glico Man Sign, less than 1 km from Namba CITY shopping mall and 3..."
Apartment in Osaka 9709,,,"中央区, 大阪【南部地区】 – 显示在地图上","Apartment in Osaka 9709 offers accommodation in Osaka, 1.4 km from Namba CITY shopping mall and 1."
Osaka Hotel Live Artex（莱弗阿泰克斯大阪酒店）,8.3,119条住客点评,大阪【南部地区】 – 显示在地图上,Osaka Hotel Live Artex酒店距离Tanimachi Kyu-Chome...
RELA Shimanouchi,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in the Chuo Ward district of Osaka, just 1."
Apartment in Osaka 0284,,,"中央区, 大阪【南部地区】 – 显示在地图上","Boasting air-conditioned accommodation with a balcony, Apartment in Osaka 0284 is situated in Osaka."
日本桥民宿202 三人起接单！心斋桥 难波 道顿堀 日本桥 黑门市场 日式豪华公寓75平3房一厅,,,"中央区, 大阪【南部地区】 – 显示在地图上","1.4 km from Namba CITY shopping mall, 日本桥民宿202 三人起接单！心斋桥 难波 道顿堀 日本桥 黑门市场 日式豪华公寓75平3房一厅 is situated..."
HOTEL LANDMARK NAMBA302,,,大阪【难波】 – 显示在地图上,"Set in the Shinsaibashi, Namba, Yotsubashi district of Osaka, just 1."
Welina Hotel Shinsaibashi,,,"中央区, 大阪【道顿堀】 – 显示在地图上",Welina Hotel Shinsaibashi offers free WiFi and rooms with air conditioning in Osaka.
Apartment in Osaka 5287,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in Osaka in the Osaka Prefecture region, Apartment in Osaka 5287 has a balcony."
Namba_Dotonbori_DOR0068B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Boasting air-conditioned accommodation with a balcony, Namba_Dotonbori_DOR0068B is situated in..."
Hotel Ikutama Love (Adult Only)（伊库塔玛之爱情趣酒店（仅限成人））,7.8,142条住客点评,大阪【南部地区】 – 显示在地图上,Hotel Ikutama Love酒店是一家情趣酒店，位于大阪，距离通天（Shitennoji）1公里，仅限成人入住，提供免费内部停车场。...
Oasis Daikoku Two,,,大阪【南部地区】 – 显示在地图上,"Oasis Daikoku Two offers accommodation in Osaka, 1.3 km from Tsutenkaku."
Granduz Caspercomoda 1F,,,大阪【难波】 – 显示在地图上,Just 1 km from Namba CITY shopping mall and 1.
Hotel Awina Osaka（阿文纳大阪酒店）,7.7,251条住客点评,大阪【南部地区】 – 显示在地图上,Hotel Awina Osaka酒店提供带免费有线网络和平面电视的住宿，距离大阪上本町火车站（Osaka Uehonmachi Train Station）有5分钟的步行路程。...
Hills 1 (Adult Only)（小山1号情趣酒店（仅限成人））,7.2,41条住客点评,大阪【南部地区】 – 显示在地图上,Hills 1（Adult Only）情趣酒店位于大阪（Osaka），距离四天王寺（Shitennoji）1.9公里，距离难波城（Namba CITY）购物中心2.
Shiyo house (139-1),,,"中央区, 大阪【南部地区】 – 显示在地图上",Situated 1.1 km from Glico Man Sign and 1.
Grandouce Namba-Nishi Ⅱ,,,大阪【南部地区】 – 显示在地图上,"Located in Osaka in the Osaka Prefecture region, with Tsutenkaku and Shinsekai nearby, Grandouce..."
Namba_Dotonbori_DOR0069B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Located in Osaka, just 1.5 km from Glico Man Sign, Namba_Dotonbori_DOR0069B features accommodation..."
Yoshino Ryokan（吉野旅馆）,6.9,30条住客点评,大阪【南部地区】 – 显示在地图上,Yoshino Ryokan日式旅馆位于大阪（Osaka），提供免费WiFi，距离四天王寺（Shitennoji）1.2公里，距离阿部野桥车站大楼（Abeno Harukas）1.
Ogu's River side room（奥格斯河滨客房公寓）,8.6,31条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Ogu's River side room公寓位于大阪（Osaka），距离Glico Man Sign广告牌300米。Ogu's River side...
Namba Little Chapel (Adult Only)（纳姆巴小礼拜堂情趣酒店）,6.5,61条住客点评,大阪【难波】 – 显示在地图上,仅为成人设计的Namba Little Chapel情趣酒店距离JR难波站（JR Namba Station）有5分钟步行路程。所有客房均提供免费有线互联网连接、spa浴缸和卡拉OK设施。...
Hotel Zen (Adult Only)（禅宗酒店（仅限成人））,8.8,52条住客点评,大阪【南部地区】 – 显示在地图上,Hotel Zen情趣酒店位于大阪，仅适合成人入住，距离四天王寺（Shitennoji）有900米，距离难波CITY购物中心（Namba CITY）有1.
Hotel Atlantis (Adult Only)（亚特兰蒂斯情趣酒店（仅限成人））,7.2,26条住客点评,大阪【南部地区】 – 显示在地图上,"Hotel Atlantis (Adult Only)酒店位于大阪市（Osaka）的Uehommachi, Tennoji, Southern..."
Park Side inn Nipponbashi（日本桥公园旁宾馆）,,,大阪【南部地区】 – 显示在地图上,Park Side inn Nipponbashi宾馆位于大阪（Osaka），距离难波城（Namba CITY）购物中心700米，提供覆盖各处的免费WiFi。...
Hotel Fine Aroma Dotonbori (Adult Only),8.5,10条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Fine Aroma Dotonbori (Adult Only)情趣酒店距离热闹的Dotonbori区有1分钟的步行路程，距离Nipponbashi Subway...
Apartment in Shimanouchi 403（岛之内403公寓）,8.4,5条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 403公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）800米，距离难波城（Namba CITY）购物中心1.
S1 Apartment in Nipponbashi（日本桥S1公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",S1 Apartment in Nipponbashi公寓位于大阪（Osaka）的中央区（Chuo Ward），距离难波城（Namba...
Osaka Hitomi House No2（大阪瞳之家2号公寓）,6.8,38条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Osaka Hitomi House No2公寓位于大阪（Osaka）的中央区（Chuo Ward district），提供带露台和免费WiFi的设备齐全的公寓，距离格力高人形标志（Glico Man...
Foga Inn（福加旅馆）,5.0,18条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Foga Inn旅馆位于大阪（Osaka），提供免费WiFi，距离格力高人形广告牌（Glico Man Sign）和难波城（Namba CITY）购物中心等景点仅有很短的路程，距离Billboard...
T1 Apartment in Nipponbashi,,,"中央区, 大阪【南部地区】 – 显示在地图上",T1 Apartment in Nipponbashi公寓位于大阪（Osaka），距离Namba CITY购物中心500米，提供免费WiFi。 公寓设有一间厨房。 公寓距离格力高广告牌（Glico...
Hotel Osaka Keiko（大阪凯科酒店）,6.2,29条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Hotel Osaka Keiko酒店提供经过翻修的简约客房，距离Nipponbashi Subway...
